 Municipio,total Paro Registrado,Paro hombre edad < 25,Paro hombre edad 25 -45 ,Paro hombre edad >=45,Paro mujer edad < 25,Paro mujer edad 25 -45 ,Paro mujer edad >=45,Paro Agricultura,Paro Industria,Paro construccion,Paro Servicios,Paro Sin empleo Anterior,mes,year
Anchuelo,100.0,5.0,18.0,15.0,2.0,31.0,29.0,2.0,6.0,5.0,77.0,10.0,03,2021
Aranjuez,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,12.0,17.0,147.0,13.0,03,2021
Arganda del Rey,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,12.0,17.0,147.0,13.0,03,2021
Arroyomolinos,1733.0,9.0,28.5,258.0,7.0,44.0,491.0,10.0,130.0,117.0,1314.0,13.0,03,2021
"Atazar, El",13.0,1.0,0.0,5.0,0.0,2.0,5.0,0.0,2.0,0.0,11.0,0.0,03,2021
Batres,97.0,8.0,15.0,16.0,3.0,22.0,33.0,1.0,7.0,4.0,80.0,5.0,03,2021
Becerril de la Sierra,357.0,11.0,59.0,97.0,18.0,60.0,112.0,1.0,14.0,36.0,284.0,22.0,03,2021
Belmonte de Tajo,120.0,7.0,19.0,17.0,5.0,40.0,32.0,4.0,14.0,11.0,88.0,3.0,03,2021
Berzosa del Lozoya,14.0,0.0,6.0,2.0,1.0,4.0,1.0,3.0,1.0,0.0,10.0,0.0,03,2021
"Berrueco, El",38.0,2.0,5.0,5.0,3.0,11.0,12.0,1.0,3.0,3.0,28.0,3.0,03,2021
Boadilla del Monte,1830.0,58.0,232.0,47.0,65.0,371.0,58.0,6.0,70.0,83.0,147.0,51.0,03,2021
"Boalo, El",449.0,18.0,56.0,109.0,11.0,111.0,144.0,2.0,17.0,28.0,383.0,19.0,03,2021
Braojos,9.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,7.0,2.0,03,2021
Brea de Tajo,58.0,12.0,6.0,10.0,6.0,6.0,18.0,2.0,4.0,0.0,38.0,14.0,03,2021
Brunete,602.0,20.0,114.0,135.0,17.0,136.0,180.0,7.0,29.0,50.0,486.0,30.0,03,2021
Buitrago del Lozoya,131.0,8.0,20.0,17.0,5.0,49.0,32.0,4.0,7.0,6.0,95.0,19.0,03,2021
Bustarviejo,182.0,5.0,27.0,58.0,3.0,41.0,48.0,2.0,6.0,12.0,152.0,10.0,03,2021
Cabanillas de la Sierra,49.0,2.0,7.0,16.0,2.0,6.0,16.0,0.0,1.0,4.0,41.0,3.0,03,2021
"Cabrera, La",213.0,10.0,27.0,55.0,13.0,54.0,54.0,3.0,16.0,30.0,156.0,8.0,03,2021
Cadalso de los Vidrios,336.0,24.0,47.0,78.0,20.0,72.0,95.0,19.0,18.0,27.0,243.0,29.0,03,2021
Camarma de Esteruelas,563.0,26.0,84.0,85.0,27.0,144.0,197.0,3.0,61.0,33.0,422.0,44.0,03,2021
Campo Real,494.0,23.0,65.0,83.0,18.0,157.0,148.0,9.0,79.0,28.0,330.0,48.0,03,2021
Canencia,33.0,2.0,1.0,12.0,4.0,5.0,9.0,0.0,0.0,1.0,27.0,5.0,03,2021
Carabaï¿½a,163.0,5.0,20.0,32.0,6.0,45.0,55.0,1.0,8.0,17.0,128.0,9.0,03,2021
Casarrubuelos,271.0,15.0,42.0,48.0,15.0,68.0,83.0,1.0,38.0,14.0,191.0,27.0,03,2021
Cenicientos,202.0,10.0,31.0,45.0,10.0,52.0,54.0,8.0,15.0,22.0,140.0,17.0,03,2021
Cercedilla,425.0,10.0,84.0,94.0,18.0,104.0,115.0,11.0,6.0,38.0,345.0,25.0,03,2021
Cervera de Buitrago,12.0,0.0,1.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,11.0,1.0,03,2021
Ciempozuelos,195.0,9.0,28.5,351.0,7.0,44.0,537.0,15.0,128.0,17.0,147.0,13.0,03,2021
Cobeï¿½a,313.0,8.0,49.0,69.0,9.0,69.0,109.0,3.0,29.0,24.0,244.0,13.0,03,2021
Colmenar del Arroyo,110.0,10.0,20.0,26.0,5.0,19.0,30.0,2.0,8.0,8.0,85.0,7.0,03,2021
Colmenar de Oreja,692.0,29.0,89.0,145.0,28.0,183.0,218.0,20.0,83.0,73.0,485.0,31.0,03,2021
Colmenarejo,600.0,20.0,109.0,130.0,27.0,138.0,176.0,7.0,21.0,67.0,481.0,24.0,03,2021
Colmenar Viejo,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,12.0,17.0,147.0,13.0,03,2021
Collado Mediano,523.0,15.0,80.0,142.0,19.0,116.0,151.0,2.0,23.0,68.0,400.0,30.0,03,2021
Collado Villalba,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,12.0,17.0,147.0,13.0,03,2021
Corpa,62.0,2.0,9.0,14.0,3.0,23.0,11.0,0.0,10.0,3.0,47.0,2.0,03,2021
Coslada,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,12.0,17.0,147.0,13.0,03,2021
Cubas de la Sagra,346.0,27.0,43.0,60.0,10.0,108.0,98.0,2.0,38.0,20.0,259.0,27.0,03,2021
Chapinerï¿½a,200.0,21.0,35.0,46.0,10.0,31.0,57.0,1.0,9.0,10.0,161.0,19.0,03,2021
Chinchï¿½n,408.0,15.0,63.0,89.0,17.0,95.0,129.0,21.0,24.0,28.0,299.0,36.0,03,2021
Daganzo de Arriba,588.0,34.0,59.0,112.0,34.0,110.0,239.0,1.0,71.0,33.0,449.0,34.0,03,2021
"Escorial, El",923.0,43.0,147.0,211.0,27.0,181.0,314.0,7.0,35.0,59.0,778.0,44.0,03,2021
Estremera,110.0,4.0,14.0,24.0,3.0,28.0,37.0,4.0,6.0,14.0,76.0,10.0,03,2021
Fresnedillas de la Oliva,145.0,8.0,23.0,32.0,3.0,33.0,46.0,0.0,1.0,17.0,115.0,12.0,03,2021
Fresno de Torote,162.0,6.0,20.0,42.0,6.0,37.0,51.0,5.0,20.0,9.0,121.0,7.0,03,2021
Fuenlabrada,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,12.0,17.0,147.0,13.0,03,2021
Fuente el Saz de Jarama,473.0,34.0,74.0,108.0,18.0,105.0,134.0,4.0,29.0,46.0,354.0,40.0,03,2021
Fuentidueï¿½a de Tajo,205.0,5.0,26.0,36.0,10.0,54.0,74.0,13.0,19.0,15.0,149.0,9.0,03,2021
Galapagar,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,69.0,17.0,147.0,13.0,03,2021
Garganta de los Montes,26.0,3.0,5.0,7.0,0.0,3.0,8.0,1.0,6.0,1.0,18.0,0.0,03,2021
Gargantilla del Lozoya y Pinilla de Buitrago,24.0,0.0,1.0,12.0,0.0,4.0,7.0,1.0,0.0,0.0,21.0,2.0,03,2021
Gascones,11.0,2.0,5.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,8.0,1.0,03,2021
Getafe,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,12.0,17.0,147.0,13.0,03,2021
Griï¿½ï¿½n,531.0,29.0,80.0,81.0,23.0,126.0,192.0,4.0,43.0,35.0,403.0,46.0,03,2021
Guadalix de la Sierra,460.0,25.0,60.0,114.0,21.0,96.0,144.0,6.0,19.0,38.0,356.0,41.0,03,2021
Guadarrama,919.0,43.0,150.0,213.0,40.0,216.0,257.0,10.0,28.0,68.0,766.0,47.0,03,2021
"Hiruela, La",2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,03,2021
Horcajo de la Sierra-Aoslos,10.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,2.0,8.0,0.0,03,2021
Horcajuelo de la Sierra,8.0,1.0,0.0,1.0,0.0,4.0,2.0,0.0,1.0,1.0,6.0,0.0,03,2021
Hoyo de Manzanares,417.0,16.0,52.0,119.0,11.0,87.0,132.0,4.0,12.0,27.0,356.0,18.0,03,2021
Humanes de Madrid,1600.0,9.0,256.0,240.0,7.0,44.0,442.0,16.0,147.0,17.0,1173.0,13.0,03,2021
Leganï¿½s,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,12.0,17.0,147.0,13.0,03,2021
Loeches,601.0,29.0,68.0,106.0,26.0,176.0,196.0,9.0,66.0,46.0,451.0,29.0,03,2021
Lozoya,31.0,0.0,3.0,7.0,2.0,4.0,15.0,1.0,3.0,1.0,26.0,0.0,03,2021
Madarcos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03,2021
Madrid,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,12.0,17.0,147.0,13.0,03,2021
Majadahonda,195.0,9.0,28.5,47.0,7.0,44.0,58.0,18.0,114.0,128.0,147.0,13.0,03,2021
Manzanares el Real,555.0,23.0,95.0,145.0,20.0,131.0,141.0,4.0,24.0,42.0,467.0,18.0,03,2021
Meco,1018.0,53.0,174.0,158.0,51.0,249.0,333.0,10.0,127.0,71.0,756.0,54.0,03,2021
Mejorada del Campo,195.0,9.0,28.5,333.0,7.0,44.0,539.0,21.0,12.0,17.0,1419.0,96.0,03,2021
Miraflores de la Sierra,449.0,17.0,79.0,111.0,11.0,90.0,141.0,6.0,17.0,39.0,362.0,25.0,03,2021
"Molar, El",618.0,11.0,113.0,129.0,17.0,153.0,195.0,3.0,54.0,54.0,480.0,27.0,03,2021
"Molinos, Los",283.0,10.0,59.0,67.0,12.0,58.0,77.0,3.0,7.0,32.0,225.0,16.0,03,2021
Montejo de la Sierra,11.0,0.0,2.0,2.0,1.0,4.0,2.0,0.0,0.0,1.0,9.0,1.0,03,2021
Moraleja de Enmedio,343.0,12.0,47.0,66.0,21.0,94.0,103.0,2.0,36.0,19.0,264.0,22.0,03,2021
Moralzarzal,747.0,37.0,109.0,179.0,43.0,129.0,250.0,7.0,32.0,50.0,621.0,37.0,03,2021
Morata de Tajuï¿½a,670.0,29.0,95.0,129.0,27.0,172.0,218.0,3.0,78.0,58.0,449.0,54.0,03,2021
Mï¿½stoles,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,12.0,17.0,147.0,13.0,03,2021
Navacerrada,179.0,3.0,23.0,50.0,7.0,37.0,59.0,1.0,6.0,13.0,151.0,8.0,03,2021
Navalafuente,138.0,6.0,23.0,39.0,6.0,28.0,36.0,3.0,5.0,15.0,107.0,8.0,03,2021
Navalagamella,189.0,4.0,42.0,48.0,3.0,51.0,41.0,7.0,4.0,17.0,142.0,19.0,03,2021
Navalcarnero,195.0,9.0,28.5,360.0,7.0,44.0,588.0,3.0,145.0,17.0,147.0,13.0,03,2021
Navarredonda y San Mamï¿½s,5.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,03,2021
Navas del Rey,261.0,14.0,36.0,59.0,17.0,58.0,77.0,3.0,10.0,24.0,200.0,24.0,03,2021
Nuevo Baztï¿½n,518.0,27.0,82.0,118.0,22.0,111.0,158.0,2.0,63.0,42.0,388.0,23.0,03,2021
Olmeda de las Fuentes,14.0,1.0,2.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,13.0,1.0,03,2021
Orusco de Tajuï¿½a,122.0,2.0,16.0,25.0,6.0,34.0,39.0,1.0,12.0,13.0,85.0,11.0,03,2021
Paracuellos de Jarama,1079.0,39.0,149.0,229.0,28.0,288.0,346.0,3.0,78.0,61.0,881.0,34.0,03,2021
Parla,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,12.0,17.0,147.0,13.0,03,2021
Patones,25.0,1.0,8.0,5.0,1.0,4.0,6.0,0.0,1.0,0.0,23.0,1.0,03,2021
Pedrezuela,372.0,13.0,60.0,78.0,9.0,104.0,108.0,3.0,22.0,25.0,297.0,25.0,03,2021
Pelayos de la Presa,329.0,24.0,53.0,74.0,17.0,74.0,87.0,2.0,14.0,30.0,244.0,39.0,03,2021
Perales de Tajuï¿½a,318.0,14.0,54.0,60.0,12.0,70.0,108.0,1.0,38.0,34.0,207.0,38.0,03,2021
Pezuela de las Torres,57.0,3.0,9.0,16.0,2.0,12.0,15.0,0.0,6.0,5.0,42.0,4.0,03,2021
Pinilla del Valle,12.0,1.0,2.0,2.0,0.0,4.0,3.0,0.0,1.0,0.0,11.0,0.0,03,2021
Pinto,195.0,9.0,28.5,47.0,7.0,44.0,58.0,23.0,12.0,17.0,147.0,13.0,03,2021
Piï¿½uï¿½car-Gandullas,16.0,1.0,4.0,2.0,1.0,6.0,2.0,0.0,1.0,1.0,11.0,3.0,03,2021
Pozuelo de Alarcï¿½n,195.0,79.0,28.5,47.0,7.0,44.0,58.0,13.0,108.0,121.0,147.0,13.0,03,2021
Pozuelo del Rey,99.0,1.0,19.0,12.0,3.0,32.0,32.0,0.0,13.0,9.0,73.0,4.0,03,2021
Prï¿½dena del Rincï¿½n,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,03,2021
Puebla de la Sierra,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,03,2021
Quijorna,228.0,11.0,33.0,49.0,7.0,51.0,77.0,2.0,9.0,15.0,186.0,16.0,03,2021
Rascafrï¿½a,94.0,6.0,12.0,30.0,3.0,12.0,31.0,3.0,4.0,9.0,75.0,3.0,03,2021
Redueï¿½a,30.0,3.0,4.0,7.0,0.0,8.0,8.0,1.0,3.0,3.0,22.0,1.0,03,2021
Ribatejada,70.0,5.0,3.0,16.0,3.0,14.0,29.0,2.0,1.0,2.0,62.0,3.0,03,2021
Rivas-Vaciamadrid,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,12.0,17.0,147.0,13.0,03,2021
Robledillo de la Jara,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,03,2021
Robledo de Chavela,336.0,29.0,43.0,69.0,26.0,70.0,99.0,9.0,13.0,22.0,258.0,34.0,03,2021
Robregordo,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,03,2021
"Rozas de Madrid, Las",195.0,9.0,28.5,47.0,7.0,44.0,58.0,7.0,119.0,17.0,147.0,13.0,03,2021
Rozas de Puerto Real,42.0,3.0,9.0,11.0,2.0,6.0,11.0,1.0,1.0,5.0,33.0,2.0,03,2021
San Agustï¿½n del Guadalix,683.0,19.0,103.0,171.0,16.0,142.0,232.0,4.0,62.0,39.0,563.0,15.0,03,2021
San Fernando de Henares,195.0,9.0,28.5,47.0,7.0,44.0,58.0,14.0,12.0,17.0,147.0,13.0,03,2021
San Lorenzo de El Escorial,1126.0,61.0,194.0,257.0,47.0,234.0,333.0,6.0,29.0,66.0,965.0,60.0,03,2021
San Martï¿½n de la Vega,1736.0,9.0,263.0,332.0,7.0,44.0,482.0,3.0,120.0,17.0,1295.0,13.0,03,2021
San Martï¿½n de Valdeiglesias,814.0,42.0,142.0,181.0,36.0,219.0,194.0,18.0,36.0,97.0,582.0,81.0,03,2021
San Sebastiï¿½n de los Reyes,195.0,9.0,28.5,47.0,7.0,44.0,58.0,15.0,12.0,17.0,147.0,13.0,03,2021
Santa Marï¿½a de la Alameda,124.0,8.0,12.0,35.0,3.0,26.0,40.0,0.0,5.0,7.0,106.0,6.0,03,2021
Santorcaz,48.0,2.0,6.0,10.0,0.0,11.0,19.0,1.0,5.0,2.0,36.0,4.0,03,2021
"Santos de la Humosa, Los",173.0,7.0,35.0,27.0,6.0,51.0,47.0,0.0,22.0,10.0,134.0,7.0,03,2021
"Serna del Monte, La",8.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,1.0,03,2021
Serranillos del Valle,290.0,12.0,39.0,56.0,23.0,73.0,87.0,0.0,28.0,25.0,217.0,20.0,03,2021
Sevilla la Nueva,626.0,31.0,91.0,146.0,28.0,135.0,195.0,4.0,29.0,54.0,501.0,38.0,03,2021
Somosierra,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,03,2021
Soto del Real,427.0,32.0,66.0,115.0,14.0,79.0,121.0,2.0,25.0,25.0,355.0,20.0,03,2021
Talamanca de Jarama,237.0,10.0,39.0,58.0,5.0,66.0,59.0,2.0,14.0,11.0,204.0,6.0,03,2021
Tielmes,249.0,12.0,32.0,67.0,6.0,60.0,72.0,9.0,28.0,24.0,166.0,22.0,03,2021
Titulcia,128.0,7.0,21.0,28.0,10.0,27.0,35.0,2.0,6.0,10.0,100.0,10.0,03,2021
Torrejï¿½n de Ardoz,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,12.0,17.0,147.0,13.0,03,2021
Torrejï¿½n de la Calzada,537.0,24.0,71.0,82.0,24.0,161.0,175.0,6.0,54.0,30.0,401.0,46.0,03,2021
Torrejï¿½n de Velasco,255.0,15.0,34.0,46.0,13.0,48.0,99.0,1.0,27.0,19.0,184.0,24.0,03,2021
Torrelaguna,291.0,12.0,46.0,70.0,16.0,73.0,74.0,6.0,13.0,24.0,225.0,23.0,03,2021
Torrelodones,924.0,25.0,141.0,231.0,19.0,182.0,326.0,5.0,37.0,38.0,799.0,45.0,03,2021
Torremocha de Jarama,52.0,6.0,8.0,13.0,3.0,8.0,14.0,4.0,3.0,4.0,38.0,3.0,03,2021
Torres de la Alameda,635.0,53.0,104.0,104.0,34.0,161.0,179.0,12.0,95.0,33.0,437.0,58.0,03,2021
Valdaracete,63.0,0.0,6.0,13.0,2.0,14.0,28.0,4.0,11.0,6.0,41.0,1.0,03,2021
Valdeavero,122.0,4.0,12.0,25.0,8.0,38.0,35.0,2.0,9.0,10.0,92.0,9.0,03,2021
Valdelaguna,70.0,3.0,7.0,12.0,5.0,21.0,22.0,6.0,8.0,3.0,47.0,6.0,03,2021
Valdemanco,54.0,3.0,5.0,16.0,1.0,13.0,16.0,0.0,4.0,5.0,40.0,5.0,03,2021
Valdemaqueda,83.0,5.0,9.0,23.0,3.0,21.0,22.0,1.0,3.0,13.0,62.0,4.0,03,2021
Valdemorillo,803.0,17.0,111.0,219.0,27.0,146.0,283.0,3.0,37.0,59.0,668.0,36.0,03,2021
Valdemoro,195.0,9.0,28.5,47.0,7.0,44.0,58.0,3.0,12.0,17.0,147.0,13.0,03,2021
Valdeolmos-Alalpardo,192.0,11.0,39.0,46.0,5.0,44.0,47.0,2.0,7.0,19.0,152.0,12.0,03,2021
Valdepiï¿½lagos,33.0,1.0,4.0,2.0,1.0,7.0,18.0,0.0,4.0,0.0,28.0,1.0,03,2021
Valdetorres de Jarama,340.0,25.0,38.0,83.0,16.0,72.0,106.0,1.0,32.0,26.0,261.0,20.0,03,2021
Valdilecha,287.0,14.0,42.0,52.0,14.0,91.0,74.0,10.0,32.0,23.0,193.0,29.0,03,2021
Valverde de Alcalï¿½,26.0,2.0,10.0,3.0,1.0,4.0,6.0,0.0,3.0,3.0,19.0,1.0,03,2021
Velilla de San Antonio,896.0,62.0,123.0,155.0,54.0,205.0,297.0,5.0,63.0,49.0,732.0,47.0,03,2021
"Vellï¿½n, El",156.0,6.0,18.0,41.0,3.0,43.0,45.0,2.0,8.0,15.0,119.0,12.0,03,2021
Venturada,111.0,2.0,19.0,29.0,7.0,19.0,35.0,2.0,8.0,4.0,92.0,5.0,03,2021
Villaconejos,296.0,13.0,44.0,61.0,19.0,73.0,86.0,3.0,14.0,18.0,224.0,16.0,03,2021
Villa del Prado,509.0,33.0,97.0,109.0,29.0,134.0,107.0,3.0,13.0,61.0,363.0,37.0,03,2021
Villalbilla,800.0,56.0,101.0,136.0,32.0,246.0,229.0,3.0,83.0,34.0,628.0,52.0,03,2021
Villamanrique de Tajo,65.0,6.0,7.0,12.0,3.0,16.0,21.0,6.0,8.0,1.0,47.0,3.0,03,2021
Villamanta,191.0,11.0,32.0,32.0,8.0,45.0,63.0,6.0,16.0,15.0,138.0,16.0,03,2021
Villamantilla,112.0,9.0,11.0,30.0,8.0,22.0,32.0,0.0,12.0,8.0,80.0,12.0,03,2021
Villanueva de la Caï¿½ada,909.0,32.0,151.0,193.0,37.0,209.0,287.0,8.0,40.0,54.0,766.0,41.0,03,2021
Villanueva del Pardillo,827.0,32.0,110.0,196.0,29.0,193.0,267.0,4.0,32.0,54.0,709.0,28.0,03,2021
Villanueva de Perales,113.0,11.0,11.0,28.0,7.0,22.0,34.0,3.0,3.0,9.0,88.0,10.0,03,2021
Villar del Olmo,148.0,6.0,16.0,33.0,5.0,41.0,47.0,2.0,13.0,15.0,107.0,11.0,03,2021
Villarejo de Salvanï¿½s,637.0,30.0,89.0,98.0,30.0,142.0,248.0,20.0,119.0,41.0,387.0,70.0,03,2021
Villaviciosa de Odï¿½n,1124.0,45.0,204.0,249.0,29.0,229.0,368.0,4.0,77.0,66.0,920.0,57.0,03,2021
Villavieja del Lozoya,15.0,2.0,1.0,7.0,0.0,2.0,3.0,0.0,0.0,2.0,12.0,1.0,03,2021
Zarzalejo,139.0,10.0,18.0,34.0,7.0,29.0,41.0,3.0,4.0,11.0,105.0,16.0,03,2021
Lozoyuela-Navas-Sieteiglesias,115.0,6.0,13.0,25.0,6.0,26.0,39.0,1.0,4.0,10.0,90.0,10.0,03,2021
Puentes Viejas,41.0,2.0,4.0,9.0,1.0,10.0,15.0,2.0,0.0,3.0,35.0,1.0,03,2021
Tres Cantos,195.0,71.0,28.5,371.0,51.0,44.0,58.0,9.0,94.0,74.0,147.0,65.0,03,2021
"Acebeda, La",3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,04,2021
Ajalvir,264.0,16.0,34.0,61.0,10.0,66.0,77.0,6.0,29.0,11.0,202.0,16.0,04,2021
